"loading","measurement_17","measurement_6","measurement_5","measurement_7","attribute_0","measurement_4","attribute_1","product_code","measurement_14","measurement_13","measurement_8","measurement_15","attribute_2","measurement_3","measurement_9","measurement_10","failure"
138.21,649.155,16.858,18.548,11.288,7,13.161,8,2,18.18,16.957,17.795,16.707,5,17.45,11.656,15.627,1
126.8,654.433,20.119,14.414,13.385,7,12.187,8,2,15.445,16.61,19.27,14.009,5,18.282,11.008,16.059,0
97.14,673.435,17.37,17.268,10.464,7,10.594,8,2,17.574,14.271,18.708,18.148,5,16.993,12.722,16.143,0
169.97,612.008,17.158,17.041,12.432,7,10.99,8,2,17.994,14.389,17.286,14.147,5,17.894,12.714,16.07,1
100.42,561.108,17.568,16.273,12.686,7,13.078,8,2,13.367,14.499,18.099,14.848,5,18.809,10.01,16.165,0
105.48,747.148,15.443,16.727,12.857,7,10.649,8,2,16.575,13.989,18.842,17.555,5,18.168,12.85,16.082,0
174.35,537.541,16.623,17.393,10.754,7,12.208,8,2,16.717,16.138,17.829,17.878,5,16.671,10.832,17.197,1
82.02,564.071,16.155,16.354,12.197,7,9.016,8,2,14.634,14.989,18.189,16.278,5,15.532,10.591,15.826,0
113.26,635.267,16.164,17.1,10.432,7,10.85,8,2,18.172,15.153,19.014,16.538,5,18.445,11.438,16.028,0
108.78,640.338,20.152,16.738,12.14,7,12.648,8,2,16.404,16.732,17.915,15.197,5,18.334,12.124,17.409,0
172.86,681.685,18.517,14.859,13.405,7,11.775,8,2,16.674,16.483,19.637,17.059,5,17.401,10.516,17.306,0
155.54,727.448,17.212,15.785,11.027,7,10.574,8,2,12.888,15.599,20.297,16.051,5,19.924,11.744,16.08,0
115.57,805.768,18.153,16.884,12.765,7,12.25,8,2,13.775,17.14,19.7,14.321,5,18.522,11.652,17.12,0
181.38,680.082,17.172,17.577,11.773,7,12.38,8,2,16.336,14.591,18.606,11.628,5,17.601,11.267,15.454,1
106.25,853.501,19.148,17.241,11.747,7,10.988,8,2,19.593,15.471,20.386,17.384,5,18.878,11.703,15.052,1
107.43,565.164,16.043,15.169,12.499,7,12.453,8,2,16.35,16.15,18.482,16.284,5,18.773,11.258,15.129,0
78.71,503.711,16.172,16.429,10.472,7,12.44,8,2,17.552,15.277,17.9,16.363,5,16.429,11.518,16.563,0
82.33,768.094,16.004,17.702,9.847,7,12.719,8,2,13.713,14.526,19.696,15.378,5,17.131,13.205,15.345,0
75.11,594.307,16.562,16.192,11.366,7,10.482,8,2,16.138,14.937,18.554,14.155,5,19.481,11.608,14.739,0
118.75,489.089,17.616,17.576,10.848,7,12.027,8,2,16.017,14.557,17.668,14.312,5,17.299,9.322,14.811,0
169.15,859.827,17.07,18.862,11.67,7,10.899,8,2,11.168,14.644,20.021,12.23,5,18.054,10.953,15.495,1
246.55,718.158,15.864,17.826,13.268,7,12.162,8,2,14.073,16.659,18.516,18.526,5,16.374,10.711,15.924,0
112.44,861.243,16.84,18.882,12.654,7,11.594,8,2,13.5,14.831,19.129,15.506,5,16.137,12.098,16.51,1
126.72,594.817,15.561,16.084,10.519,7,10.608,8,2,13.303,16.402,19.313,15.325,5,18.455,11.07,15.463,1
148.91,592.633,17.458,15.695,11.225,7,11.568,8,2,14.444,15.929,18.485,16.807,5,18.117,12.459,14.867,1
104.91,631.182,17.897,18.403,10.579,7,12.233,8,2,17.928,13.772,18.473,15.515,5,18.235,10.305,17.071,1
163.52,784.238,17.338,17.492,11.067,7,11.165,8,2,17.575,16.593,20.703,16.944,5,19.51,9.789,16.266,0
146.48,800.981,16.992,16.115,11.659,7,11.233,8,2,13.47,16.386,20.402,12.979,5,19.189,12.372,15.35,0
74.36,544.683,17.894,17.067,11.322,7,11.764,8,2,15.578,16.693,17.432,16.26,5,14.816,11.61,15.665,0
101.34,646.817,16.527,17.069,12.294,7,12.309,8,2,14.998,14.857,18.065,18.276,5,17.824,11.976,15.619,0
178.13,653.581,18.676,17.704,11.213,7,10.815,8,2,15.172,16.426,18.181,14.664,5,17.374,11.748,16.616,1
99.16,624.071,17.656,16.565,12.18,7,13.19,8,2,14.871,14.092,17.926,15.84,5,17.405,12.313,15.928,0
88.49,742.68,16.731,15.977,11.297,7,12.73,8,2,17.55,15.525,20.168,14.799,5,17.517,12.026,16.386,0
105.21,865.449,17.398,17.107,14.492,7,11.761,8,2,19.106,16.224,19.089,17.227,5,17.065,12.664,14.329,0
138.81,837.447,16.995,16.763,11.848,7,11.915,8,2,14.34,12.662,19.903,15.882,5,17.989,13.437,16.318,0
168.94,666.598,17.596,17.241,11.762,7,12.133,8,2,15.967,13.606,19.079,15.287,5,15.726,10.116,15.122,0
146.14,698.977,18.986,17.176,12.129,7,10.123,8,2,16.15,13.674,18.459,16.703,5,18.395,11.983,15.463,0
212.21,574.297,17.338,18.771,9.553,7,11.751,8,2,16.316,16.517,17.654,13.394,5,16.521,11.535,15.502,0
113.64,711.543,17.166,16.336,12.361,7,11.458,8,2,13.404,14.907,19.048,15.732,5,14.807,12.121,16.804,0
117.12,927.321,16.293,18.798,13.183,7,12.253,8,2,14.226,15.482,20.421,17.23,5,19.244,10.319,16.629,0
140.46,589.797,17.753,16.903,12.33,7,11.242,8,2,14.537,15.136,16.933,13.699,5,15.524,13.186,15.634,0
115.32,806.073,16.925,18.219,11.746,7,10.943,8,2,15.605,13.738,20.056,13.883,5,17.641,10.254,16,0
104.19,613.085,18.789,16.06,11.266,7,12.478,8,2,17.826,13.651,17.783,11.201,5,16.211,13.954,16.973,1
110.51,864.719,17.727,17.15,13.917,7,11.557,8,2,16.254,14.647,19.598,15.183,5,17.124,11.922,14.512,0
88.06,761.255,17.751,18.728,12.001,7,11.701,8,2,14.218,16.735,18.668,16.09,5,16.785,11.316,17.205,0
80.05,551.526,15.592,16.626,12.823,7,12.249,8,2,15.436,16.661,16.788,14.45,5,17.951,12.756,18.124,0
126.83,698.77,17.709,16.154,14.272,7,12.47,8,2,15.469,14.87,18.424,13.578,5,16.255,11.337,14.262,0
268.69,917.584,18.607,17.307,10.834,7,11.907,8,2,16.046,14.95,20.647,15.833,5,16.486,13.819,16.36,0
176.48,342.087,16.707,16.326,9.566,7,12.037,8,2,18.321,14.303,17.397,17.863,5,18.125,9.439,16.554,0
142.5,614.373,16.244,15.893,11.675,7,10.315,8,2,16.558,16.692,19.124,13.408,5,19.054,10.856,17.208,0
89.22,775.335,16.375,17.547,11.826,7,12.701,8,2,17.146,14.526,19.287,17.121,5,16.304,12.306,17.001,0
121.2,961.312,18.096,17.102,13.058,7,12.566,8,2,18.17,16.924,20.993,17.216,5,17.879,12.059,15.442,0
135.2,782.813,16.274,17.53,10.717,7,13.374,8,2,17.148,15.962,19.759,17.792,5,19.923,12.647,14.898,0
134.85,860.83,16.725,17.915,12.745,7,12.488,8,2,16.502,14.802,19.685,16.103,5,16.4,12.02,17.51,1
173.67,830.468,16.372,18.573,13.163,7,10.916,8,2,15.418,15.182,19.112,13.18,5,19.776,11.243,16.847,0
203.39,587.138,15.887,15.992,11.654,7,12.705,8,2,14.003,14.918,18.299,15.176,5,15.395,12.138,15.621,0
201.57,700.815,18.461,18.136,10.203,7,11.37,8,2,18.506,14.581,19.337,16.337,5,18.105,10.762,14.711,1
84.62,670.715,16.96,16.617,11.358,7,10.927,8,2,15.041,15.847,19.346,17.935,5,17.629,11.067,16.77,0
153.85,791.103,17.94,17.832,12.421,7,14.515,8,2,15.408,14.001,18.851,16.575,5,18.688,12.445,15.726,0
216.16,642.834,15.44,18.206,11.365,7,10.02,8,2,15.341,14.758,18.286,14.01,5,16.904,10.963,15.79,1
123.04,763.264,18.312,17.872,11.118,7,12.863,8,2,15.707,15.373,19.5,13.237,5,17.783,11.387,16.946,0
116.22,634.206,19.123,16.296,12.359,7,13.821,8,2,15.433,15.984,18.303,16.639,5,17.591,11.553,15.642,1
120.42,462.457,17.778,16.018,10.292,7,11.236,8,2,15.539,16.131,17.784,15.938,5,17.655,11.159,17.327,0
54.84,546.219,17.671,17.902,11.814,7,11.115,8,2,17.177,17.249,16.991,17.272,5,18.674,11.035,15.616,0
126.81,350.331,19.007,15.846,10.056,7,11.747,8,2,15.55,15.814,16.405,15.938,5,17.338,11.802,16.196,0
111.29,774.263,17.441,16.493,11.621,7,10.308,8,2,17.22,15.347,19.786,15.149,5,18.266,12.55,15.661,0
157.06,627.913,16.926,15.093,10.234,7,11.526,8,2,17.049,17.58,20.122,14.951,5,16.518,11.416,16.145,0
152.06,762.883,16.388,16.34,12.454,7,12.61,8,2,15.434,14.665,19.378,15.677,5,17.719,12.753,16.344,1
164.25,415.563,17.442,14.948,12.144,7,10.516,8,2,18.687,14.628,17.578,17.884,5,18.365,9.898,16.972,0
140.04,806.632,18.366,15.044,12.531,7,11.957,8,2,15.15,15.386,19.939,17.87,5,16.639,13.938,17.57,0
251.72,899.878,20.386,18.393,11.751,7,9.813,8,2,15.76,17.099,20.004,13.61,5,18.384,12.003,15.621,0
128.06,746.64,18.737,16.784,12.273,7,11.739,8,2,14.517,14.924,19.487,13.732,5,17.545,11.157,15.896,0
119.96,545.386,17.484,17.76,10.624,7,11.235,8,2,16.195,14.251,17.967,14.774,5,16.508,10.155,15.6,0
93.36,724.421,17.022,16.871,11.432,7,11.321,8,2,18.789,14.845,20.516,17.34,5,16.298,9.172,16.35,0
101.59,537.624,19.275,16.12,11.893,7,10.559,8,2,16.049,15.425,18.054,17.473,5,17.053,10.291,17.415,1
302.61,605.746,18.346,16.124,12.567,7,10.565,8,2,16.067,16.044,18.324,14.678,5,18.125,10.878,16.267,0
126.22,506.388,17.442,16.338,12.214,7,11.485,8,2,17.239,14.79,17.052,16.582,5,17.117,11.619,15.391,0
160.83,774.045,17.265,16.544,13.507,7,12.089,8,2,14.928,15.586,20.036,15.006,5,17.517,9.761,15.866,0
75.41,756.236,16.676,17.613,12.618,7,10.699,8,2,14.289,16.571,19.218,17.578,5,16.561,10.919,16.797,0
62.69,608.041,18.547,17.734,11.518,7,12.664,8,2,14.479,15.706,17.832,14.291,5,15.84,11.018,16.716,0
167.41,647.794,17.788,15.613,12.13,7,11.212,8,2,12.305,16.091,18.846,14.033,5,17.435,12.072,16.084,1
134.03,754.393,17.426,16.948,13.087,7,11.606,8,2,14.993,17.11,20.146,14.887,5,20.108,8.821,16.427,0
85.49,564.919,16.367,17.419,10.913,7,10.586,8,2,18.312,13.769,18.465,14.776,5,16.725,9.827,15.133,0
96,636.6,17.593,16.004,10.921,7,10.179,8,2,15.027,16.141,19.46,18.276,5,18.37,11.094,16.57,0
131.02,712.621,17.803,16.162,12.108,7,13.462,8,2,14.127,16.016,19.183,15.14,5,17.48,12.235,16.383,0
66.88,709.217,18.188,18.52,10.365,7,9.411,8,2,16.172,16.311,19.35,15.515,5,18.834,10.24,17.263,1
106.23,746.743,18.839,18.483,12.67,7,12.9,8,2,17.036,14.281,18.076,14.754,5,17.743,11.758,16.47,0
117.26,1021.883,17.951,18.022,11.613,7,10.346,8,2,13.81,14.716,21.925,15.448,5,16.538,11.711,15.738,0
133.74,727.95,17.939,18.162,11.844,7,11.79,8,2,17.644,15.525,18.501,14.221,5,17.915,11.776,15.394,1
137.09,656.653,17.029,16.569,12.318,7,10.903,8,2,13.15,15.846,18.774,14.771,5,17.941,11.068,17.52,0
132.36,753.077,18.454,18.141,10.898,7,12.562,8,2,19.142,15.423,18.699,14.341,5,17.771,12.953,17.144,0
129.83,597.887,17.498,16.677,11.796,7,10.757,8,2,16.955,15.998,17.675,18.949,5,17.599,12.545,15.037,1
173.88,817.04,18.348,17.582,12.636,7,10.312,8,2,14.693,15.518,19.211,16.919,5,18.089,12.297,16.253,0
109.36,596.335,15.216,18.179,13.203,7,10.896,8,2,17.596,16.067,17.04,15.613,5,18.01,10.764,16.782,0
93.86,688.194,17.807,17.165,12.624,7,11.5,8,2,14.517,14.468,18.477,17.87,5,17.267,11.324,17.163,0
112.37,703.235,18.734,16.969,14.526,7,11.709,8,2,19.366,13.257,17.747,14.034,5,17.246,11.477,15.27,0
176.97,803.221,16.279,17.564,11.781,7,12.401,8,2,18.545,17.519,19.519,14.793,5,16.46,12.538,17.41,0
59.63,598.495,15.834,17.769,11.798,7,13.344,8,2,17.785,16.128,17.822,15.424,5,19.645,10.96,14.785,0
78.06,688.652,17.984,17.411,11.943,7,11.906,8,2,17.112,15.33,18.696,17.375,5,19.453,11.156,15.184,0
138.55,753.726,18.141,19.766,12.548,7,12.452,8,2,14.848,15.819,17.841,14.369,5,17.472,10.977,15.835,1
81.29,824.837,17.587,16.001,13.542,7,10.562,8,2,15.85,14.701,19.87,17.132,5,18.354,12.239,17.707,0
145.49,658.877,14.73,17.146,11.206,7,9.963,8,2,16.05,15.592,19.834,15.336,5,17.151,9.358,14.047,0
99.25,773.452,17.716,17.953,11.563,7,11.767,8,2,18.414,15.418,18.902,16.941,5,17.563,12.703,15.567,0
167.87,598.482,16.012,17.055,11.682,7,11.975,8,2,19.205,13.737,18.301,15.351,5,17.982,10.855,15.859,0
236.41,859.048,16.739,17.113,11.179,7,11.76,8,2,15.032,14.05,20.604,14.441,5,17.558,12.611,15.161,0
116.71,666.059,18.176,16.57,11.861,7,10.954,8,2,16.824,16.539,19.996,14.988,5,17.163,8.568,16.306,0
106.5,610.073,19.861,16.19,12.425,7,11.378,8,2,17.485,16.981,18.238,14.873,5,16.794,10.987,16.253,1
130.02,717.862,17.707,18.652,11.787,7,11.564,8,2,16.052,15.127,18.21,17.012,5,18.34,11.622,15.566,0
70.66,692.766,19.278,15.877,9.685,7,12.018,8,2,15.187,15.286,20.668,14.539,5,17.669,10.876,14.72,0
154.33,850.564,16.761,18.411,11.334,7,12.049,8,2,11.774,15.734,20.441,14.945,5,17.164,10.726,16.694,0
171.04,449.335,17.33,15.691,10.01,7,11.51,8,2,16.937,15.034,17.858,15.019,5,17.804,11.509,16.012,0
127.29,577.049,18.118,16.917,11.8,7,10.882,8,2,17.816,14.986,18.143,15.945,5,17.18,10.341,15.316,0
96.24,766.527,17.002,17.404,13.665,7,13.24,8,2,15.119,15.945,19.06,17.208,5,17.28,10.639,15.399,0
89.43,659.821,17.137,18.284,11.663,7,13.787,8,2,16.585,16.366,18.019,16.288,5,17.537,11.291,15.762,1
118.68,662.313,15.961,16.41,11.72,7,13.756,8,2,13.802,15.269,19.245,14.529,5,16.622,11.141,16.262,0
196.31,992.472,16.863,17.906,13.843,7,11.18,8,2,17.454,15.785,21.171,16.175,5,18.162,10.654,16.605,1
103.69,546.689,16.794,17.035,12.134,7,11.57,8,2,14.342,16.058,17.712,15.833,5,17.691,10.303,15.571,0
87.79,795.615,16.533,17.588,11.064,7,12.742,8,2,13.691,13.904,20.176,15.278,5,17.961,11.422,15.673,0
88.13,727.873,16.693,15.891,11.664,7,12.141,8,2,16.716,16.355,19.406,12.84,5,17.582,13.22,16.824,0
90.89,600.57,16.326,15.282,11.75,7,11.277,8,2,16.678,15.513,19.223,17.383,5,16.308,11.025,15.252,0
113.94,696.388,16.204,17.493,11.894,7,9.261,8,2,15.305,15.473,19.369,16.61,5,18.834,9.97,17.694,0
147.03,730.721,16.639,18.46,11.096,7,10.363,8,2,13.715,16.211,19.237,18.524,5,17.737,10.682,15.076,0
124.29,646.044,16.575,16.649,11.587,7,11.603,8,2,20.538,15.773,18.53,14.921,5,18.344,12.179,16.855,0
77.51,792.599,17.16,18.131,12.783,7,10.905,8,2,16.655,16.909,18.486,16.974,5,17.653,12.68,16.598,0
97.32,521.74,17.066,17.417,9.968,7,12.351,8,2,15.962,15.045,18.48,12.164,5,18.44,9.551,16.024,0
183.91,493.009,17.663,17.09,11.979,7,12.416,8,2,14.569,15.981,16.881,17.079,5,17.947,10.813,16.449,0
174,649.078,16.867,18.237,10.799,7,11.158,8,2,16.075,16.314,18.199,16.74,5,17.489,11.649,15.746,0
59.06,680.193,18.956,18.131,10.54,7,11.369,8,2,14.029,16.022,18.356,16.098,5,17.46,12.175,14.295,0
226.2,590.19,17.996,16.555,11.237,7,10.251,8,2,13.064,14.507,18.925,15.257,5,18.976,9.907,17.234,0
150.28,589.213,17.95,16.222,11.383,7,12.669,8,2,16.871,15.537,18.998,16.407,5,18.772,10.065,16.686,1
68.51,731.102,16.979,18.427,12.001,7,11.803,8,2,15.181,14.313,18.413,13.783,5,18.422,11.712,16.356,0
153.97,816.935,15.917,16.812,11.413,7,10.862,8,2,13.555,14.596,20.302,14.989,5,17.531,12.547,15.296,0
183.73,605.697,17.148,17.179,10.121,7,9.633,8,2,13.821,13.355,18.723,14.36,5,16.946,11.416,13.966,0
147.34,604.666,16.41,17.476,12.735,7,12.014,8,2,16.306,15.724,17.776,14.821,5,17.471,10.469,17.356,0
141.36,524.92,18.046,16.537,11.869,7,12.553,8,2,15.156,14.176,17.186,14.747,5,18.56,11.794,16.73,0
85.28,617.736,16.105,17.173,12.865,7,10.851,8,2,17.353,14.019,17.962,15.379,5,16.375,10.698,17.178,0
105.64,854.853,18.126,17.851,11.793,7,9.965,8,2,14.818,14.088,20.034,14.527,5,19.476,11.869,15.89,0
145.6,605.228,17.938,15.76,10.984,7,11.322,8,2,14.984,16.02,19.56,17.607,5,19.337,10.191,18.018,0
74.53,854.176,16.87,16.468,12.451,7,10.501,8,2,18.609,16.196,19.981,15.751,5,18.181,13.484,15.833,0
147.72,615.611,16.979,15.796,12.543,7,11.444,8,2,17.186,14.508,18.818,13.136,5,16.508,10.697,15.911,0
151.26,857.491,17.089,19.291,10.716,7,13.222,8,2,14.659,17.73,20.114,16.783,5,17.533,11.108,15.969,1
106.5,653.575,16.975,17.989,11.825,7,11.598,8,2,18.031,15.585,18.427,19.24,5,18.624,10.356,15.452,0
109.89,593.769,18.22,16.313,12.183,7,10.325,8,2,14.396,15.56,17.775,14.598,5,19.305,12.105,14.812,0
109.79,667.24,17.374,17.974,11.318,7,11.465,8,2,14.947,15.9,18.766,15.598,5,17.982,10.428,16.629,0
152.13,689.229,18.348,16.482,10.565,7,12.823,8,2,14.366,17.954,19.565,15.54,5,18.185,11.861,16.085,1
104.54,817.761,17.032,18.293,12.922,7,11.461,8,2,16.312,14.822,19.221,16.494,5,15.463,11.179,17.119,0
141.05,652.417,17.866,16.291,12.006,7,11.754,8,2,15.748,14.895,18.399,12.535,5,16.787,12.485,17.649,0
293.43,761.578,16.154,17.051,12.669,7,11.642,8,2,16.955,15.449,18.798,14.644,5,17.217,12.974,14.61,1
78.92,704.113,18.121,17.2,10.947,7,11.539,8,2,15.59,16.531,19.456,15.428,5,17.26,11.11,17.299,1
116.04,727.116,17.251,16.193,12.182,7,11.708,8,2,19.463,13.837,18.911,16.326,5,17.283,13.312,16.826,0
116.33,820.007,18.513,17.076,12.334,7,12.705,8,2,16.09,13.884,19.87,16.253,5,17.946,11.756,15.589,1
88.68,705.809,18.563,16.459,12.934,7,11.755,8,2,15.544,14.42,18.151,16.319,5,19.144,13.131,16.659,0
117.68,659.743,18.005,17.172,11.456,7,12.902,8,2,17.426,14.827,18.916,14.871,5,18.759,10.695,15.861,0
173.71,639.445,17.591,17.272,11.546,7,11.374,8,2,15.29,15.916,18.566,16.163,5,18.825,10.835,15.76,0
65.2,692.164,17.541,16.695,10.26,7,10.227,8,2,18.453,16.464,19.269,15.66,5,18.823,12.868,14.626,0
159.94,671.317,16.093,16.563,12.098,7,11.572,8,2,18.502,15.298,19.324,13.925,5,18.232,10.525,17.431,0
87.05,640.99,17.453,16.806,11.383,7,10.062,8,2,17.329,15.291,18.67,15.047,5,16.497,11.516,14.931,0
129.49,789.969,16.586,17.716,12.256,7,12.089,8,2,14.74,15.121,19.451,16.111,5,17.423,11.517,17.28,0
52.63,776.036,19.933,16.056,12.174,7,11.794,8,2,16.595,17.473,19.82,17.484,5,18.429,12.033,16.951,0
108.72,698.629,18.375,16.373,10.745,7,11.663,8,2,13.641,15.539,19.952,14.96,5,18.167,11.071,16.382,1
121.24,785.949,16.912,19.101,13.486,7,12.85,8,2,17.745,16,17.298,15.869,5,17.565,13.355,15.806,0
134.87,659.454,16.817,16.241,11.042,7,11.283,8,2,17.418,17.733,19.846,17.403,5,17.543,10.435,15.451,1
104.99,807.688,19.526,15.72,11.196,7,12.416,8,2,11.89,13.812,20.299,13.881,5,18.63,13.398,17.231,0
106.45,752.159,17.853,17.824,12.6,7,12.826,8,2,15.945,15.74,18.366,18.041,5,17.216,12.426,15.975,0
142.76,639.41,17.046,18.648,11.449,7,11.258,8,2,16.548,17.386,18.106,16.496,5,17.826,10.269,16.55,0
72.61,894.499,16.185,18.176,13.463,7,11.872,8,2,17.253,16.685,19.817,18.339,5,19.084,11.511,17.616,0
102.13,830.579,17.537,16.714,13.443,7,11.696,8,2,15.592,15.129,19.853,18.3,5,18.02,11.544,15.725,1
87.77,765.83,17.193,17.246,12.555,7,10.74,8,2,17.665,15.341,18.906,15.894,5,18.161,12.447,16.3,1
131.78,505.611,17.118,17.023,10.021,7,10.237,8,2,16.275,11.84,18.531,16.368,5,17.411,9.484,16.479,0
92.45,784.273,16.718,14.83,12.871,7,10.27,8,2,14.752,17.002,21.399,13.059,5,20.57,9.938,14.578,1
204.38,636.867,15.17,17.894,10.534,7,10.701,8,2,15.396,15.468,19.251,16.199,5,15.768,9.816,16.741,0
101.05,673.259,16.551,17.293,11.895,7,11.665,8,2,17.912,16.12,18.383,15.027,5,18.006,12.039,16.414,0
175.14,672.365,19.989,15.504,11.275,7,11.939,8,2,18.767,14.602,19.392,14.626,5,17.799,12.099,16.463,0
135.84,814.097,16.761,17.934,11.619,7,11.109,8,2,15.657,15.565,19.898,16.586,5,18.31,11.452,13.689,1
129.15,709.111,17.189,15.54,13.653,7,10.662,8,2,19.565,15.581,18.859,16.08,5,18.71,12.182,13.93,0
216.16,825.439,17.149,17.1,11.907,7,11.399,8,2,16.2,15.627,20.407,14.17,5,16.61,11.314,15.219,0
221.72,542.692,18.18,16.021,11.025,7,10.807,8,2,15.498,15.962,18.882,15.229,5,18.353,9.677,14.909,1
172.02,456.866,16.92,15.018,12.079,7,10.956,8,2,14.81,16.915,17.582,17.572,5,18.741,11.078,16.618,0
82.18,656.033,17.181,17.2,10.511,7,11.815,8,2,16.128,16.351,19.616,15.896,5,18.305,10.056,15.258,0
191.94,884.816,17.991,17.364,12.506,7,12.801,8,2,14.917,14.33,19.846,17.804,5,18.901,13.079,16.301,0
142.33,784.484,17.812,18.229,12.344,7,12.628,8,2,17.551,15.939,19.097,13.315,5,17.626,11.166,14.078,0
77.11,526.01,17.721,17.455,13.269,7,11.043,8,2,15.041,15.536,16.621,12.618,5,18.678,10.354,16.783,0
87.84,768.461,16.36,17.01,11.923,7,13.06,8,2,15.608,14.851,19.668,12.717,5,17.668,11.82,17.934,0
152.83,400.409,15.199,16.273,12.328,7,12.553,8,2,15.631,14.471,15.959,16.401,5,18.696,11.841,17.283,0
88.88,688.36,18.91,19.146,10.535,7,13.504,8,2,13.564,14.665,18.191,13.982,5,16.384,11.362,16.755,0
107.8,746.896,15.733,17.371,11.68,7,13.454,8,2,15.774,14.448,19.89,15.722,5,19.388,10.556,14.99,0
119.51,744.5,19.763,16.32,11.101,7,11.443,8,2,17.348,15.774,20.092,14.493,5,17.024,11.381,16.58,0
93.84,680.35,16.272,15.562,12.46,7,10.561,8,2,13.96,16.98,19.672,14.219,5,16.426,10.895,15.242,0
161.71,583.015,17.607,16.384,12.85,7,12.825,8,2,14.936,15.935,17.419,15.563,5,16.017,11.98,16.991,0
106.85,509.829,16.369,17.539,12.447,7,10.428,8,2,18.807,15.914,16.568,14.621,5,18.858,11.17,16.572,0
103.57,509.231,16.852,18.038,12.25,7,12.635,8,2,15.072,14.364,16.484,18.807,5,18.284,10.764,16.951,0
142.24,633.284,15.442,18.057,10.667,7,10.916,8,2,16.176,14.256,18.73,11.676,5,15.97,10.585,17.352,0
127.9,697.149,18.199,16.86,11.715,7,12.309,8,2,17.673,14.434,18.909,19.072,5,18.527,11.876,15.923,0
190.45,668.054,18.469,17.691,11.517,7,10.449,8,2,13.856,16.123,18.113,15.065,5,18.309,12.057,16.765,1
142.92,671.293,15.403,16.888,10.617,7,12.074,8,2,14.738,15.015,19.731,14.852,5,19.097,10.855,15.508,0
80.4,773.481,19.073,16.683,12.691,7,12.626,8,2,16.289,15.255,19.393,17.243,5,17.719,11.74,15.925,0
152.54,759.469,17.895,17.233,10.422,7,13.459,8,2,14.222,15.069,20.226,13.984,5,18.253,11.274,15.219,0
156.59,580.672,18.36,17.403,11.04,7,12.541,8,2,20.576,16.823,18.109,16.254,5,18.471,10.637,17.027,0
175.78,661.167,16.593,17.711,12.695,7,11.743,8,2,15.252,17.073,18.016,14.135,5,17.243,11.118,15.641,0
115.12,910.592,17.656,17.137,13.28,7,13.534,8,2,14.774,16.252,20.126,12.78,5,14.512,12.603,14.602,0
128.94,712.245,16.055,16.653,13.119,7,10.61,8,2,16.666,15.307,19.382,17.955,5,17.515,10.226,16.601,0
77.99,617.614,17.74,16.881,13.238,7,10.982,8,2,16.242,15.663,18.015,16.405,5,18.103,10.26,16.626,0
129.87,678.392,16.428,17.69,9.432,7,11.827,8,2,14.389,14.447,19.435,13.965,5,16.826,11.83,16.472,0
120.49,924.477,19,17.463,11.711,7,12.299,8,2,14.714,15.806,20.432,18.141,5,18.514,13.273,17.646,0
77.52,838.753,17.221,17.195,12.226,7,11.16,8,2,14.628,14.989,19.943,14.031,5,17.981,12.306,16.688,0
114.34,577.741,18.388,17.101,10.931,7,11.743,8,2,16.07,15.409,17.529,17.353,5,18.188,12.558,16.012,0
106.45,786.137,18.68,17.739,13.234,7,12.289,8,2,16.523,14.895,19.014,13.07,5,15.143,10.951,16.441,0
140.33,926.611,17.511,16.847,13.606,7,12.623,8,2,17.645,13.832,20.858,14.634,5,18.468,11.279,15.52,0
148.18,835.845,16.558,18.474,9.138,7,12.377,8,2,19.115,15.797,20.031,19.829,5,17.889,13.812,15.772,0
123.55,634.285,17.169,16.225,11.263,7,11.768,8,2,17.331,13.314,19.093,16.113,5,18.526,11.309,16.663,0
235.51,664.382,17.439,17.324,10.977,7,13.27,8,2,16.759,15.93,19.42,14.528,5,17.01,10.051,15.264,1
97.09,610.874,18.741,16.383,13.372,7,11.039,8,2,17.931,16.574,17.554,14.891,5,17.684,11.573,16.66,0
122.41,562.235,18.464,16.531,11.931,7,12.054,8,2,16.098,15.675,17.536,17.488,5,17.567,11.778,17.607,0
74.58,590.657,16.189,16.452,12.619,7,12.168,8,2,19.236,13.271,18.293,14.657,5,17.595,10.42,16.364,0
206.16,716.447,16.944,16.963,11.401,7,13.217,8,2,14.156,17.404,19.203,15.338,5,20.165,12.084,14.433,0
100.5,617.058,16.487,16.249,11.749,7,11.724,8,2,11.821,15.036,18.919,12.648,5,18.085,10.81,13.923,0
73.71,826.086,17.778,17.55,11.582,7,10.122,8,2,20.114,14.421,20.309,15.911,5,19.958,11.161,16.737,0
168.77,750.673,16.801,16.32,10.023,7,13.164,8,2,15.493,15.704,20.409,15.316,5,18.033,12.563,16.279,0
78.56,792.005,16.901,16.666,12.469,7,11.997,8,2,13.449,15.857,19.802,16.718,5,16.035,11.917,17.739,0
94.81,628.349,14.908,16.551,11.249,7,11.33,8,2,13.92,15.561,19.156,16.956,5,19.319,11.005,16.967,0
114.5,725.496,16.883,17.444,8.715,7,11.173,8,2,14.059,14.11,20.401,15.417,5,18.036,11.785,17.797,0
93.72,923.76,16.133,15.76,12.538,7,11.608,8,2,16.616,15.407,21.679,19.325,5,17.76,12.221,14.093,0
131,558.175,17.074,16.456,10.485,7,12.436,8,2,17.904,14.511,18.285,14.057,5,18.237,11.807,16.267,0
120.81,830.215,18.223,17.756,12.315,7,11.225,8,2,17.146,15.226,19.902,13.338,5,17.922,11.073,16.393,0
